id,day,task_text,correct_answer,explanation_ru,explanation_pl,section,topic,format,type,task_id,is_free,createdAt,updatedAt
159,159,Czy możesz ___ okno? Jest tu bardzo duszno. A) otworzyć B) otwierać C) otworzysz D) otwierasz,otworzyć,Просьба о разовом результате требует совершенного вида — 'otworzyć'.,,POPRAWNOŚĆ GRAMATYCZNA,Aspekt Czasownika,single_choice,POPRAWNOŚĆ GRAMATYCZNA,159,0,2025-12-29T11:08:02.343Z,2025-12-29T11:08:02.343Z
160,160,On nigdy nie ___ swoich obietnic. A) dotrzymuje B) dotrzyma C) dotrzymywał D) dotrzymał,dotrzymuje,Слово 'nigdy' в контексте постоянной характеристики человека требует несовершенного вида — 'dotrzymuje'.,,POPRAWNOŚĆ GRAMATYCZNA,Aspekt Czasownika,single_choice,POPRAWNOŚĆ GRAMATYCZNA,160,0,2025-12-29T11:08:02.344Z,2025-12-29T11:08:02.344Z
161,161,"Ten film był ___ niż ten, który oglądaliśmy w zeszłym tygodniu. A) ciekawszy B) ciekawy C) najciekawszy D) bardziej ciekawy",ciekawszy,Для сравнения двух объектов используется сравнительная степень (Stopień wyższy). Прилагательное 'ciekawy' образует форму 'ciekawszy'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,161,1,2025-12-29T11:08:02.345Z,2025-12-29T11:08:02.345Z
162,162,Mój brat jest ___ z całej rodziny. A) najwyższy B) wyższy C) wysoki D) najbardziej wysoki,najwyższy,При сравнении одного объекта со всей группой используется превосходная степень (Stopień najwyższy) — 'najwyższy'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,162,1,2025-12-29T11:08:02.346Z,2025-12-29T11:08:02.346Z
163,163,Dzisiaj czuję się znacznie ___ niż wczoraj. A) lepiej B) dobrze C) najlepiej D) bardziej dobrze,lepiej,Наречие 'dobrze' имеет неправильную форму сравнительной степени — 'lepiej'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,163,1,2025-12-29T11:08:02.346Z,2025-12-29T11:08:02.346Z
164,164,"To jest ___ książka, jaką kiedykolwiek czytałem. A) najgorsza B) gorsza C) zła D) najbardziej zła",najgorsza,Превосходная степень от прилагательного 'zły' — 'najgorsza'. Используется для выделения одного объекта из всех.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,164,1,2025-12-29T11:08:02.347Z,2025-12-29T11:08:02.347Z
165,165,Czy możesz mówić trochę ___? Nic nie słyszę. A) głośniej B) głośno C) najgłośniej D) bardziej głośno,głośniej,Просьба об изменении интенсивности действия требует сравнительной степени наречия — 'głośniej'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,165,1,2025-12-29T11:08:02.348Z,2025-12-29T11:08:02.348Z
166,166,"Ta sukienka jest ___ od tamtej, ale też droższa. A) ładniejsza B) ładna C) najładniejsza D) bardziej ładna",ładniejsza,Сравнительная степень прилагательного 'ładny' — 'ładniejsza'. Используется при сравнении двух предметов с помощью предлога 'od'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,166,1,2025-12-29T11:08:02.348Z,2025-12-29T11:08:02.348Z
167,167,On biega ___ ze wszystkich uczniów w klasie. A) najszybciej B) szybciej C) szybko D) najbardziej szybko,najszybciej,Превосходная степень наречия 'szybko' — 'najszybciej'. Указывает на лучший результат в группе.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,167,0,2025-12-29T11:08:02.349Z,2025-12-29T11:08:02.349Z
168,168,Zimą dni są ___ niż latem. A) krótsze B) krótki C) najkrótsze D) bardziej krótkie,krótsze,Сравнительная степень прилагательного 'krótki' — 'krótsze'. Сравнение двух времен года.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,168,0,2025-12-29T11:08:02.350Z,2025-12-29T11:08:02.350Z
169,169,To zadanie wydaje mi się ___ niż poprzednie. A) trudniejsze B) trudne C) najtrudniejsze D) bardziej trudne,trudniejsze,Сравнительная степень прилагательного 'trudny' — 'trudniejsze'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,169,0,2025-12-29T11:08:02.351Z,2025-12-29T11:08:02.351Z
170,170,Które miasto w Polsce jest ___? A) największe B) większe C) duże D) najbardziej duże,największe,Вопрос о лидере по какому-либо признаку требует превосходной степени — 'największe'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,170,0,2025-12-29T11:08:02.351Z,2025-12-29T11:08:02.351Z
171,171,"Musisz uczyć się ___ , jeśli chcesz zdać ten egzamin. A) więcej B) dużo C) najwięcej D) bardziej dużo",więcej,Сравнительная степень наречия 'dużo' — 'więcej'. Указывает на необходимость увеличения усилий.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,171,0,2025-12-29T11:08:02.352Z,2025-12-29T11:08:02.352Z
172,172,Ten samochód jest ___ ze wszystkich dostępnych w salonie. A) najnowocześniejszy B) nowocześniejszy C) nowoczesny D) bardziej nowoczesny,najnowocześniejszy,Превосходная степень для выделения одного объекта из множества — 'najnowocześniejszy'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,172,0,2025-12-29T11:08:02.353Z,2025-12-29T11:08:02.353Z
173,173,Ona śpiewa ___ niż jej siostra. A) piękniej B) pięknie C) najpiękniej D) bardziej pięknie,piękniej,Сравнительная степень наречия 'pięknie' — 'piękniej'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,173,0,2025-12-29T11:08:02.354Z,2025-12-29T11:08:02.354Z
174,174,To jest ___ droga do centrum miasta. A) najkrótsza B) krótsza C) krótka D) najbardziej krótka,najkrótsza,Превосходная степень прилагательного 'krótki' — 'najkrótsza'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,174,0,2025-12-29T11:08:02.355Z,2025-12-29T11:08:02.355Z
175,175,Mój nowy komputer pracuje ___ niż stary. A) szybciej B) szybko C) najszybciej D) bardziej szybko,szybciej,Сравнительная степень наречия 'szybko' — 'szybciej'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,175,0,2025-12-29T11:08:02.356Z,2025-12-29T11:08:02.356Z
176,176,"Ten problem jest ___ , niż myślałem. A) poważniejszy B) poważny C) najpoważniejszy D) bardziej poważny",poważniejszy,Сравнительная степень прилагательного 'poważny' — 'poważniejszy'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,176,0,2025-12-29T11:08:02.357Z,2025-12-29T11:08:02.357Z
177,177,On jest ___ studentem na całym uniwersytecie. A) najlepszym B) lepszym C) dobrym D) najbardziej dobrym,najlepszym,Превосходная степень прилагательного 'dobry' — 'najlepszy'. В данном случае в форме творительного падежа — 'najlepszym'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,177,0,2025-12-29T11:08:02.358Z,2025-12-29T11:08:02.358Z
178,178,Czy możesz przyjechać ___? Bardzo mi na tym zależy. A) wcześniej B) wcześnie C) najwcześniej D) bardziej wcześnie,wcześniej,Сравнительная степень наречия 'wcześnie' — 'wcześniej'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,178,0,2025-12-29T11:08:02.359Z,2025-12-29T11:08:02.359Z
179,179,Ta herbata jest ___ niż tamta. A) słodsza B) słodka C) najsłodsza D) bardziej słodka,słodsza,Сравнительная степень прилагательного 'słodki' — 'słodsza'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,179,0,2025-12-29T11:08:02.360Z,2025-12-29T11:08:02.360Z
180,180,To był ___ dzień w moim życiu. A) najszczęśliwszy B) szczęśliwszy C) szczęśliwy D) najbardziej szczęśliwy,najszczęśliwszy,Превосходная степень прилагательного 'szczęśliwy' — 'najszczęśliwszy'.,,POPRAWNOŚĆ GRAMATYCZNA,Stopniowanie,single_choice,POPRAWNOŚĆ GRAMATYCZNA,180,0,2025-12-29T11:08:02.362Z,2025-12-29T11:08:02.362Z
