id,topic,difficulty,question,options,correctAnswer,explanationRu,explanationPl
"B1_WARUNK_008","Tryb warunkowy — aspekt","high","Który aspekt jest typowy w trybie warunkowym dla wyrażenia JEDNORAZOWEJ czynności hipotetycznej?","A) Dokonany (np. zrobiłbym) | B) Niedokonany (np. robiłbym) | C) Oba są równie typowe | D) Żaden — tryb warunkowy nie ma aspektu","A","В условном наклонении для **однократных гипотетических действий** типичен **совершенный вид**.  🔑 Aspekt w trybie warunkowym: • ""**Zrobiłbym** to"" — сделал бы (однократно, гипотетически) • ""**Robiłbym** to"" — делал бы (повторяющееся или процесс)  • B) Для повторяющихся или процессуальных действий • C) Неверно — есть различие • D) Неверно — аспект есть","W trybie warunkowym dla **jednorazowych czynności hipotetycznych** typowy jest **aspekt dokonany**.  🔑 Aspekt w trybie warunkowym: • ""**Zrobiłbym** to"" — zrobiłbym (jednorazowo, hipotetycznie) • ""**Robiłbym** to"" — robiłbym (powtarzające się lub proces)  • B) Dla powtarzających się lub procesualnych czynności • C) Niepoprawne — jest różnica • D) Niepoprawne — aspekt istnieje"
"B2_WARUNK_001","Tryb warunkowy — okres nierealny przeszły","very high","Jak wyrazić warunek nierealny w PRZESZŁOŚCI? „Gdybym _______ wcześniej, _______ zdążył na pociąg.""","A) wyszedł ... byłbym | B) wyszedłbym ... byłbym | C) był wyszedł ... byłbym | D) A i C są poprawne","D","**Okres nierealny przeszły** — условие, которое не исполнилось в прошлом.  🔑 Dwie formy: • **Gdybym wyszedł..., byłbym zdążył** — стандартная форма (gdybym + przeszły, byłbym + przeszły) • **Gdybym był wyszedł..., byłbym zdążył** — эмфатическая форма (плюсквамперфект)  Обе формы (A и C) корректны для выражения нереального условия в прошлом.  • B) ""wyszedłbym"" — двойное -by- (gdybym + wyszedłbym)","**Okres nierealny przeszły** — warunek, który nie spełnił się w przeszłości.  🔑 Dwie formy: • **Gdybym wyszedł..., byłbym zdążył** — standardowa forma (gdybym + przeszły, byłbym + przeszły) • **Gdybym był wyszedł..., byłbym zdążył** — emfatyczna forma (czas zaprzeszły)  Obie formy (A i C) są poprawne dla wyrażenia nierealnego warunku w przeszłości.  • B) ""wyszedłbym"" — podwójne -by- (gdybym + wyszedłbym)"
"B2_WARUNK_002","Tryb warunkowy — pozycja -by z zaimkami","very high","Która pozycja -by jest poprawna z zaimkiem? „_______ to zrobił.""","A) Ja bym | B) Jabym | C) Bym ja | D) A i C są poprawne","D","**-By-** может отделяться от глагола и присоединяться к другим словам.  🔑 Pozycja -by z zaimkami: • ""**Ja bym** to zrobił"" — -by- после местоимения (стандартно) • ""**Bym ja** to zrobił"" — -by- перед местоимением (допустимо, эмфатично) • ""**Jabym**"" — слитно с местоимением (некорректно)  Обе формы (A и C) корректны.  • B) ""Jabym"" — -by- не пишется слитно с местоимением","**-By-** może oddziać się od czasownika i dołączać do innych wyrazów.  🔑 Pozycja -by z zaimkami: • ""**Ja bym** to zrobił"" — -by- po zaimku (standardowo) • ""**Bym ja** to zrobił"" — -by- przed zaimkiem (dopuszczalne, emfatycznie) • ""**Jabym**"" — łącznie z zaimkiem (niepoprawne)  Obie formy (A i C) są poprawne.  • B) ""Jabym"" — -by- nie pisze się łącznie z zaimkiem"
"B1_BIERNA_006","Strona bierna — tworzenie","high","Jak przekształcić na stronę bierną? „Jan pisze list."" → „List _______ przez Jana.""","A) pisze | B) jest pisany | C) był pisany | D) pisany jest","B","**Strona bierna** = być + imiesłów bierny.  🔑 Tworzenie strony biernej: • ""Jan pisze list"" (czynna, teraźniejszy) • ""List **jest pisany** przez Jana"" (bierna, teraźniejszy)  Imiesłów bierny od ""pisać"": pis-any (rodzaj męski, bo ""list"" = m.)  • A) ""pisze"" — strona czynna • C) ""był pisany"" — czas przeszły, nie teraźniejszy • D) ""pisany jest"" — порядок слов нестандартный","**Strona bierna** = być + imiesłów bierny.  🔑 Tworzenie strony biernej: • ""Jan pisze list"" (czynna, teraźniejszy) • ""List **jest pisany** przez Jana"" (bierna, teraźniejszy)  Imiesłów bierny od ""pisać"": pis-any (rodzaj męski, bo ""list"" = m.)  • A) ""pisze"" — strona czynna • C) ""był pisany"" — czas przeszły, nie teraźniejszy • D) ""pisany jest"" — szyk niestandardowy"
"B1_BIERNA_007","Strona bierna — imiesłów bierny (rodzaje)","high","Jaki jest imiesłów bierny od ""czytać"" w rodzaju żeńskim l.poj.?","A) czytana | B) czytany | C) czytane | D) czytani","A","**Imiesłów bierny** изменяется по родам и числам.  🔑 Odmiana imiesłowu biernego: • czytać → czyt-any (m.), czyt-ana (f.), czyt-ane (n.) • l.mn.: czyt-ani (męskoosobowy), czyt-ane (niemęskoosobowy)  • B) ""czytany"" — rodzaj męski • C) ""czytane"" — rodzaj nijaki lub l.mn. niemęskoosobowy • D) ""czytani"" — l.mn. męskoosobowy","**Imiesłów bierny** odmienia się przez rodzaje i liczby.  🔑 Odmiana imiesłowu biernego: • czytać → czyt-any (m.), czyt-ana (f.), czyt-ane (n.) • l.mn.: czyt-ani (męskoosobowy), czyt-ane (niemęskoosobowy)  • B) ""czytany"" — rodzaj męski • C) ""czytane"" — rodzaj nijaki lub l.mn. niemęskoosobowy • D) ""czytani"" — l.mn. męskoosobowy"
"B1_BIERNA_008","Strona bierna — czas przeszły","high","Jak przekształcić na stronę bierną w czasie przeszłym? „Maria napisała raport."" → „Raport _______ przez Marię.""","A) jest napisany | B) był napisać | C) został napisany | D) napisany był","C","**Strona bierna w czasie przeszłym** = zostać + imiesłów bierny (для dokonany).  🔑 Być vs Zostać: • ""jest napisany"" — результат в настоящем (teraźniejszy) • ""**został napisany**"" — действие в прошлом (przeszły, dokonany) • ""był napisany"" — состояние в прошлом (przeszły, niedokonany)  ""Napisać"" — dokonany, поэтому ""został"".  • A) ""jest napisany"" — teraźniejszy, nie przeszły • B) ""był napisać"" — грамматически некорректно • D) ""napisany był"" — порядок слов нестандартный","**Strona bierna w czasie przeszłym** = zostać + imiesłów bierny (dla dokonany).  🔑 Być vs Zostać: • ""jest napisany"" — rezultat w teraźniejszości (teraźniejszy) • ""**został napisany**"" — czynność w przeszłości (przeszły, dokonany) • ""był napisany"" — stan w przeszłości (przeszły, niedokonany)  ""Napisać"" — dokonany, dlatego ""został"".  • A) ""jest napisany"" — teraźniejszy, nie przeszły • B) ""był napisać"" — gramatycznie niepoprawne • D) ""napisany był"" — szyk niestandardowy"
"B1_BIERNA_009","Strona bierna — być vs zostać","high","Jaka jest różnica między ""jest zrobiony"" a ""został zrobiony""?","A) Brak różnicy | B) ""jest zrobiony"" = przyszłość, ""został zrobiony"" = przeszłość | C) ""jest zrobiony"" = stan, ""został zrobiony"" = czynność | D) ""jest zrobiony"" = niedokonany, ""został zrobiony"" = dokonany","C","**Być + imiesłów** — состояние (результат). **Zostać + imiesłów** — действие (процесс завершения).  🔑 Być vs Zostać: • ""Obiad **jest zrobiony**"" — обед готов (состояние сейчас) • ""Obiad **został zrobiony**"" — обед был приготовлен (действие в прошлом)  • A) Неверно — различие есть • B) Частично верно, но не полно (być может быть и в przeszły: ""był zrobiony"") • D) Неверно — оба могут использоваться с dokonany","**Być + imiesłów** — stan (rezultat). **Zostać + imiesłów** — czynność (proces zakończenia).  🔑 Być vs Zostać: • ""Obiad **jest zrobiony**"" — obiad jest gotowy (stan teraz) • ""Obiad **został zrobiony**"" — obiad został przygotowany (czynność w przeszłości)  • A) Niepoprawne — różnica istnieje • B) Częściowo poprawne, ale niepełne (być może być też w przeszłym: ""był zrobiony"") • D) Niepoprawne — oba mogą być używane z dokonanym"
"B1_BIERNA_010","Strona bierna — czas przyszły","high","Jak przekształcić na stronę bierną w czasie przyszłym? „Firma wybuduje dom."" → „Dom _______ przez firmę.""","A) jest wybudowany | B) był wybudowany | C) będzie wybudować | D) zostanie wybudowany","D","**Strona bierna w czasie przyszłym** = zostać (przyszły) + imiesłów bierny.  🔑 Czas przyszły bierny: • ""Dom **zostanie wybudowany**"" — дом будет построен • ""zostanie"" — przyszły od ""zostać""  • A) ""jest wybudowany"" — teraźniejszy • B) ""był wybudowany"" — przeszły • C) ""będzie wybudować"" — грамматически некорректно","**Strona bierna w czasie przyszłym** = zostać (przyszły) + imiesłów bierny.  🔑 Czas przyszły bierny: • ""Dom **zostanie wybudowany**"" — dom zostanie wybudowany • ""zostanie"" — przyszły od ""zostać""  • A) ""jest wybudowany"" — teraźniejszy • B) ""był wybudowany"" — przeszły • C) ""będzie wybudować"" — gramatycznie niepoprawne"
"B1_BIERNA_011","Strona bierna — imiesłów bierny (tworzenie)","high","Jaki jest imiesłów bierny od ""kupić""?","A) kupiony | B) kupny | C) kupowany | D) kupić","A","**Imiesłów bierny** от глаголов на -ić/-yć: -ony/-ona/-one.  🔑 Tworzenie imiesłowu biernego: • kupić → kup-iony (dokonany) • kupować → kup-owany (niedokonany)  • B) ""kupny"" — przymiotnik, nie imiesłów • C) ""kupowany"" — od ""kupować"" (niedokonany) • D) ""kupić"" — bezokolicznik","**Imiesłów bierny** od czasowników na -ić/-yć: -ony/-ona/-one.  🔑 Tworzenie imiesłowu biernego: • kupić → kup-iony (dokonany) • kupować → kup-owany (niedokonany)  • B) ""kupny"" — przymiotnik, nie imiesłów • C) ""kupowany"" — od ""kupować"" (niedokonany) • D) ""kupić"" — bezokolicznik"
"B1_BIERNA_012","Strona bierna — użycie (kiedy?)","high","Kiedy używamy strony biernej?","A) Gdy chcemy podkreślić wykonawcę czynności | B) Gdy wykonawca jest nieznany lub nieistotny | C) Gdy chcemy skrócić zdanie | D) Strona bierna nie jest używana w polskim","B","**Strona bierna** используется, когда: • Исполнитель неизвестен или неважен • Акцент на объекте действия, а не на субъекте  🔑 Użycie strony biernej: • ""Dom **został zbudowany** w 2020 roku"" — кто построил — неважно • ""Książka **jest czytana** przez miliony"" — акцент на книге  • A) Неверно — для подчёркивания исполнителя используется czynna • C) Неверно — bierna не сокращает, а часто удлиняет • D) Неверно — bierna используется в польском","**Strona bierna** używa się, gdy: • Wykonawca jest nieznany lub nieistotny • Akcent na obiekcie czynności, nie na podmiocie  🔑 Użycie strony biernej: • ""Dom **został zbudowany** w 2020 roku"" — kto zbudował — nieistotne • ""Książka **jest czytana** przez miliony"" — akcent na książce  • A) Niepoprawne — do podkreślenia wykonawcy używa się czynnej • C) Niepoprawne — bierna nie skraca, często wydłuża • D) Niepoprawne — bierna jest używana w polskim"
"B1_BIERNA_013","Strona bierna — transformacja","high","Przekształć na stronę czynną: „Okno zostało otwarte przez Annę.""","A) Okno otworzyło Annę. | B) Anna otworzyła okno. | C) Okno się otworzyło. | D) Anna została otwarta przez okno.","B","**Transformacja bierna → czynna:** • Podmiot bierny → dopełnienie czynne • ""przez + wykonawca"" → podmiot czynny  🔑 Transformacja: • ""Okno zostało otwarte przez Annę"" (bierna) • ""**Anna otworzyła okno**"" (czynna)  • A) Неверно — смысл изменён (окно открыло Анну?) • C) Неверно — zwrotna, nie czynna • D) Неверно — смысл изменён","**Transformacja bierna → czynna:** • Podmiot bierny → dopełnienie czynne • ""przez + wykonawca"" → podmiot czynny  🔑 Transformacja: • ""Okno zostało otwarte przez Annę"" (bierna) • ""**Anna otworzyła okno**"" (czynna)  • A) Niepoprawne — sens zmieniony (okno otworzyło Annę?) • C) Niepoprawne — zwrotna, nie czynna • D) Niepoprawne — sens zmieniony"
"B2_BIERNA_003","Strona bierna — bezosobowa forma","very high","Jaka jest bezosobowa forma bierna od ""mówić""? „_______ po polsku.""","A) Mówi się | B) Jest mówione | C) Mówione jest | D) A i B są poprawne","D","**Bezosobowa forma bierna** может выражаться двумя способами: • **się + 3 os. l.poj.** — ""Mówi się po polsku"" • **jest + imiesłów bierny (n.)** — ""Jest mówione po polsku""  🔑 Dwie formy bezosobowe: • ""**Mówi się** po polsku"" — говорят по-польски (zwrotna bezosobowa) — **значительно чаще** • ""**Jest mówione** po polsku"" — говорится по-польски (bierna bezosobowa) — **грамматически корректно, но реже используется**  Обе формы грамматически корректны, хотя ""mówi się"" значительно чаще в живом языке.  • C) ""Mówione jest"" — порядок слов нестандартный","**Bezosobowa forma bierna** może być wyrażona dwoma sposobami: • **się + 3 os. l.poj.** — ""Mówi się po polsku"" • **jest + imiesłów bierny (n.)** — ""Jest mówione po polsku""  🔑 Dwie formy bezosobowe: • ""**Mówi się** po polsku"" — mówi się po polsku (zwrotna bezosobowa) — **znacznie częstsza** • ""**Jest mówione** po polsku"" — jest mówione po polsku (bierna bezosobowa) — **poprawna gramatycznie, ale rzadziej używana**  Obie formy są poprawne gramatycznie, choć ""mówi się"" jest znacznie częstsza w żywym języku.  • C) ""Mówione jest"" — szyk niestandardowy"
"B2_BIERNA_004","Strona bierna — imiesłów bierny nieregularny","very high","Jaki jest imiesłów bierny od ""wziąć""?","A) wziąty | B) wzięty | C) wzięta | D) brany","B","**Wziąć** — неправильный глагол с особой формой imiesłowu biernego.  🔑 Formy nieregularne: • wziąć → **wzięty** (nie ""wziąty"") • Alternacja: ą → ę  • A) ""wziąty"" — не существует (ошибка, нет альтернации) • C) ""wzięta"" — родзай żeński, вопрос о rodzaj męski • D) ""brany"" — от ""brać"" (niedokonany), другой глагол","**Wziąć** — czasownik nieregularny z osobliwą formą imiesłowu biernego.  🔑 Formy nieregularne: • wziąć → **wzięty** (nie ""wziąty"") • Alternacja: ą → ę  • A) ""wziąty"" — nie istnieje (błąd, brak alternacji) • C) ""wzięta"" — rodzaj żeński, pytanie o rodzaj męski • D) ""brany"" — od ""brać"" (niedokonany), inny czasownik"
"B1_ASPEKT_007","Aspekt czasownika — rozpoznawanie aspektu","high","Który czasownik jest NIEDOKONANY?","A) napisać | B) przeczytać | C) czytać | D) zrobić","C","**Niedokonany** (несовершенный вид) — обозначает процесс, действие в развитии. **Dokonany** (совершенный вид) — обозначает завершённое действие.  🔑 Rozpoznawanie aspektu: • **czytać** — niedokonany (читать — процесс) • **przeczytać** — dokonany (прочитать — результат)  • A) ""napisać"" — dokonany (написать) • B) ""przeczytać"" — dokonany (прочитать) • D) ""zrobić"" — dokonany (сделать)","**Niedokonany** — oznacza proces, czynność w trakcie. **Dokonany** — oznacza czynność zakończoną.  🔑 Rozpoznawanie aspektu: • **czytać** — niedokonany (proces) • **przeczytać** — dokonany (rezultat)  • A) ""napisać"" — dokonany • B) ""przeczytać"" — dokonany • D) ""zrobić"" — dokonany"
"B1_ASPEKT_008","Aspekt czasownika — pary aspektowe","high","Jaka jest para aspektowa dla ""pisać""?","A) napisać | B) przepisać | C) wypisać | D) zapisać","A","**Para aspektowa** — пара глаголов, различающихся только видом.  🔑 Pary aspektowe: • **pisać** (niedok.) → **napisać** (dok.) — писать/написать • przepisać — переписать (другое значение) • wypisać — выписать (другое значение) • zapisać — записать (другое значение)  • B) ""przepisać"" — другое значение (переписать, скопировать) • C) ""wypisać"" — другое значение (выписать) • D) ""zapisać"" — другое значение (записать, сохранить)","**Para aspektowa** — para czasowników różniących się tylko aspektem.  🔑 Pary aspektowe: • **pisać** (niedok.) → **napisać** (dok.) • przepisać — inne znaczenie (skopiować) • wypisać — inne znaczenie (wypisać) • zapisać — inne znaczenie (zapisać, zachować)  • B) ""przepisać"" — inne znaczenie (skopiować) • C) ""wypisać"" — inne znaczenie • D) ""zapisać"" — inne znaczenie (zachować)"
"B1_ASPEKT_009","Aspekt czasownika — aspekt w czasie przeszłym","high","Wczoraj cały dzień _______ książkę. (Która forma jest poprawna dla czynności trwającej?)","A) przeczytałem | B) czytałem | C) przeczytam | D) czytam","B","**Czynność trwająca** (длительное действие) требует **niedokonany**.  🔑 Aspekt w czasie przeszłym: • ""cały dzień"" — указывает на длительность → niedokonany • **czytałem** — читал (процесс) • **przeczytałem** — прочитал (результат)  • A) ""przeczytałem"" — dokonany, не подходит для ""cały dzień"" • C) ""przeczytam"" — czas przyszły, nie przeszły • D) ""czytam"" — czas teraźniejszy, nie przeszły","**Czynność trwająca** wymaga **niedokonanego**.  🔑 Aspekt w czasie przeszłym: • ""cały dzień"" — wskazuje na trwanie → niedokonany • **czytałem** — czytałem (proces) • **przeczytałem** — przeczytałem (rezultat)  • A) ""przeczytałem"" — dokonany, nie pasuje do ""cały dzień"" • C) ""przeczytam"" — czas przyszły, nie przeszły • D) ""czytam"" — czas teraźniejszy, nie przeszły"
"B1_ASPEKT_010","Aspekt czasownika — aspekt w czasie przyszłym","high","Jutro _______ ten raport do końca. (Która forma wyraża zakończenie czynności?)","A) będę pisać | B) będę pisał | C) piszę | D) napiszę","D","**Zakończenie czynności** (завершение действия) требует **dokonany**.  🔑 Aspekt w czasie przyszłym: • ""do końca"" — указывает на результат → dokonany • **napiszę** — напишу (результат, dokonany) • **będę pisać/pisał** — буду писать (процесс, niedokonany)  • A) ""będę pisać"" — niedokonany, процесс • B) ""będę pisał"" — niedokonany, процесс • C) ""piszę"" — czas teraźniejszy (хотя может означать запланированное будущее)","**Zakończenie czynności** wymaga **dokonanego**.  🔑 Aspekt w czasie przyszłym: • ""do końca"" — wskazuje na rezultat → dokonany • **napiszę** — napiszę (rezultat, dokonany) • **będę pisać/pisał** — będę pisać (proces, niedokonany)  • A) ""będę pisać"" — niedokonany, proces • B) ""będę pisał"" — niedokonany, proces • C) ""piszę"" — czas teraźniejszy (choć może oznaczać zaplanowaną przyszłość)"
"B1_ASPEKT_011","Aspekt czasownika — prefiksy aspektowe","high","Który prefiks tworzy parę aspektową dla ""robić""?","A) z- (zrobić) | B) prze- (przerobić) | C) wy- (wyrobić) | D) do- (dorobić)","A","**Prefiks aspektowy** — приставка, которая только меняет вид, не меняя значения.  🔑 Prefiksy aspektowe: • **robić** → **zrobić** — делать/сделать (только вид) • przerobić — переделать (другое значение) • wyrobić — выработать (другое значение) • dorobić — доработать (другое значение)  • B) ""przerobić"" — изменяет значение (переделать) • C) ""wyrobić"" — изменяет значение (выработать) • D) ""dorobić"" — изменяет значение (доработать, подработать)","**Prefiks aspektowy** — przedrostek, który tylko zmienia aspekt, nie zmieniając znaczenia.  🔑 Prefiksy aspektowe: • **robić** → **zrobić** — tylko aspekt • przerobić — inne znaczenie (przerobić) • wyrobić — inne znaczenie (wyrobić) • dorobić — inne znaczenie (dorobić)  • B) ""przerobić"" — zmienia znaczenie • C) ""wyrobić"" — zmienia znaczenie • D) ""dorobić"" — zmienia znaczenie"
"B1_ASPEKT_012","Aspekt czasownika — aspekt z przysłówkami częstotliwości","high","Codziennie _______ kawę rano. (Która forma jest poprawna dla czynności powtarzającej się?)","A) wypiję | B) piję | C) napiję się | D) pijam","B","**Czynność powtarzająca się** (повторяющееся действие) требует **niedokonany**.  🔑 Aspekt z przysłówkami częstotliwości: • ""codziennie"" — указывает на повторяемость → niedokonany • **piję** — пью (niedokonany, powtarzające się) • **wypiję** — выпью (dokonany, jednorazowe)  • A) ""wypiję"" — dokonany, jednorazowe • C) ""napiję się"" — dokonany, jednorazowe • D) ""pijam"" — forma niepoprawna (błąd koniugacji)","**Czynność powtarzająca się** wymaga **niedokonanego**.  🔑 Aspekt z przysłówkami częstotliwości: • ""codziennie"" — wskazuje na powtarzalność → niedokonany • **piję** — piję (niedokonany, powtarzające się) • **wypiję** — wypiję (dokonany, jednorazowe)  • A) ""wypiję"" — dokonany, jednorazowe • C) ""napiję się"" — dokonany, jednorazowe • D) ""pijam"" — forma niepoprawna (błąd koniugacji)"
"B1_ASPEKT_013","Aspekt czasownika — aspekt w przeczeniu","high","Nie _______ jeszcze tej książki. (Która forma jest bardziej naturalna, gdy chodzi o brak doświadczenia?)","A) przeczytałem | B) czytam | C) czytałem | D) przeczytam","C","**Czynność niezakończona** в прошлом с отрицанием может использовать **niedokonany**.  🔑 Aspekt w przeczeniu: • ""jeszcze"" + przeczenie — указывает на незавершённость • **Nie czytałem** — ещё не читал (процесс не начинался/не завершился) • **Nie przeczytałem** — не прочитал (тоже возможно, но акцент на результат)  ⚠️ Когда говорим о браке опыта/знакомства, niedokonany более естественен (аналог англ. ""I haven't read"" vs ""I didn't read"").  • A) ""przeczytałem"" — dokonany, акцент на результат • B) ""czytam"" — czas teraźniejszy • D) ""przeczytam"" — czas przyszły","**Czynność niezakończona** w przeszłości z przeczeniem może używać **niedokonanego**.  🔑 Aspekt w przeczeniu: • ""jeszcze"" + przeczenie — wskazuje na niezakończoność • **Nie czytałem** — jeszcze nie czytałem (proces nie zaczął się) • **Nie przeczytałem** — nie przeczytałem (też możliwe, ale akcent na rezultat)  ⚠️ Gdy mówimy o braku doświadczenia, niedokonany jest bardziej naturalny (analogicznie do ang. ""I haven't read"" vs ""I didn't read"").  • A) ""przeczytałem"" — dokonany, akcent na rezultat • B) ""czytam"" — czas teraźniejszy • D) ""przeczytam"" — czas przyszły"
"B1_ASPEKT_014","Aspekt czasownika — aspekt a kontekst","high","Kiedy _______ do domu, zadzwonię do ciebie. (Która forma wyraża zakończenie czynności przed drugą czynnością?)","A) wrócę | B) wracam | C) będę wracać | D) wracałem","A","**Zakończenie przed drugą czynnością** требует **dokonany**.  🔑 Aspekt w zdaniach złożonych: • ""Kiedy wrócę"" — когда вернусь (dokonany, завершённое действие) • ""Kiedy wracam"" — когда возвращаюсь (niedokonany, процесс)  Контекст: сначала вернусь (завершу), потом позвоню → dokonany.  • B) ""wracam"" — niedokonany, процесс (не подходит для последовательности) • C) ""będę wracać"" — niedokonany przyszły, процесс • D) ""wracałem"" — czas przeszły","**Zakończenie przed drugą czynnością** wymaga **dokonanego**.  🔑 Aspekt w zdaniach złożonych: • ""Kiedy wrócę"" — kiedy wrócę (dokonany, czynność zakończona) • ""Kiedy wracam"" — kiedy wracam (niedokonany, proces)  Kontekst: najpierw wrócę (zakończę), potem zadzwonię → dokonany.  • B) ""wracam"" — niedokonany, proces (nie pasuje do sekwencji) • C) ""będę wracać"" — niedokonany przyszły, proces • D) ""wracałem"" — czas przeszły"
"B2_ASPEKT_001","Aspekt czasownika — aspekt a modalność","very high","Która forma jest poprawna po ""musieć"" w znaczeniu ogólnym (powtarzającym się)? „Codziennie muszę _______ do pracy.""","A) pojechać | B) jechać | C) jeździć | D) B i C są poprawne","C","**Modalność + powtarzalność** требует **niedokonany wielokrotny**.  🔑 Aspekt a modalność: • **musieć + niedokonany** — для повторяющихся действий • **jeździć** — niedokonany wielokrotny (ездить регулярно) • **jechać** — niedokonany jednokrotny (ехать один раз) • **pojechać** — dokonany (поехать один раз)  ""Codziennie"" указывает на регулярность → **jeździć**.  • A) ""pojechać"" — dokonany, jednorazowe • B) ""jechać"" — niedokonany, ale jednokrotny (одна поездка) • D) Неверно — только C подходит для регулярного действия","**Modalność + powtarzalność** wymaga **niedokonanego wielokrotnego**.  🔑 Aspekt a modalność: • **musieć + niedokonany** — dla czynności powtarzających się • **jeździć** — niedokonany wielokrotny (jeździć regularnie) • **jechać** — niedokonany jednokrotny (jechać raz) • **pojechać** — dokonany (pojechać raz)  ""Codziennie"" wskazuje na regularność → **jeździć**.  • A) ""pojechać"" — dokonany, jednorazowe • B) ""jechać"" — niedokonany, ale jednokrotny (jedna podróż) • D) Niepoprawne — tylko C pasuje do regularnej czynności"
"B2_ASPEKT_002","Aspekt czasownika — aspekt w zdaniach warunkowych","very high","Która forma jest poprawna w zdaniu warunkowym nierealnym? „Gdybym wczoraj _______ więcej, zdałbym egzamin.""","A) uczę się | B) uczyłem się | C) nauczyłem się | D) B i C są poprawne (z różnicą znaczeniową)","D","**Zdanie warunkowe nierealne** (przeszłe) допускает оба аспекта с разницей в значении.  🔑 Aspekt w zdaniach warunkowych: • ""Gdybym **uczyłem się** więcej"" — если бы я учился больше (процесс) • ""Gdybym **nauczył się** więcej"" — если бы я выучил больше (результат)  Оба варианта грамматически корректны, но с разным акцентом: • niedokonany — акцент на процесс (больше времени на учёбу) • dokonany — акцент на результат (выучил бы больше материала)  • A) ""uczę się"" — czas teraźniejszy, nie pasuje do ""gdybym"" • C) Частично верно, но B тоже корректно","**Zdanie warunkowe nierealne** (przeszłe) dopuszcza oba aspekty z różnicą znaczeniową.  🔑 Aspekt w zdaniach warunkowych: • ""Gdybym **uczyłem się** więcej"" — gdybym się uczył więcej (proces) • ""Gdybym **nauczył się** więcej"" — gdybym się nauczył więcej (rezultat)  Oba warianty są gramatycznie poprawne, ale z różnym akcentem: • niedokonany — akcent na proces (więcej czasu na naukę) • dokonany — akcent na rezultat (nauczyłbym się więcej materiału)  • A) ""uczę się"" — czas teraźniejszy, nie pasuje do ""gdybym"" • C) Częściowo poprawne, ale B też jest poprawne"
"B1_ASPEKT_015","Aspekt czasownika — czasowniki ruchu","high","Jaka jest różnica między ""iść"" a ""chodzić""?","A) Brak różnicy | B) ""iść"" — jednokrotne, ""chodzić"" — wielokrotne | C) ""iść"" — dokonany, ""chodzić"" — niedokonany | D) ""iść"" — przeszły, ""chodzić"" — teraźniejszny","B","**Czasowniki ruchu** различаются по кратности (однократные vs многократные).  🔑 Iść vs chodzić: • **iść** — идти (jednokrotny, одно направление, один раз) • **chodzić** — ходить (wielokrotny, регулярно, туда-сюда)  Оба глагола — niedokonany! Различие в кратности, не в аспекте.  • A) Неверно — различие есть • C) Неверно — оба niedokonany • D) Неверно — оба могут быть в любом времени","**Czasowniki ruchu** różnią się krotnością (jednokrotne vs wielokrotne).  🔑 Iść vs chodzić: • **iść** — iść (jednokrotny, jeden kierunek, jeden raz) • **chodzić** — chodzić (wielokrotny, regularnie, tam i z powrotem)  Oba czasowniki są niedokonane! Różnica w krotności, nie w aspekcie.  • A) Niepoprawne — różnica istnieje • C) Niepoprawne — oba niedokonane • D) Niepoprawne — oba mogą być w każdym czasie"
"B1_ASPEKT_016","Aspekt czasownika — aspekt w trybie rozkazującym","high","Który aspekt jest typowy dla ZAKAZU (przeczenia w rozkaźniku)? „Nie _______ tego!""","A) rób (niedokonany) | B) zrób (dokonany) | C) A i B są równie poprawne | D) Żadne z powyższych","C","**Zakaz w rozkaźniku** — оба аспекта возможны, но с разным оттенком.  🔑 Aspekt w zakazie: • ""Nie **rób** tego!"" — не делай этого (процесс, общий запрет) • ""Nie **zrób** tego!"" — не сделай этого (предостережение, конкретная ситуация)  ⚠️ В отличие от положительного императива (где dokonany типичен для приказа), в отрицании оба аспекта используются.  • A) Частично верно, но B тоже возможно • B) Частично верно, но A тоже возможно • D) Неверно — оба варианта возможны","**Zakaz w rozkaźniku** — oba aspekty są możliwe, ale z różnym odcieniem.  🔑 Aspekt w zakazie: • ""Nie **rób** tego!"" — nie rób tego (proces, ogólny zakaz) • ""Nie **zrób** tego!"" — nie zrób tego (ostrzeżenie, konkretna sytuacja)  ⚠️ W odróżnieniu od pozytywnego imperatywu (gdzie dokonany jest typowy dla rozkazu), w przeczeniu oba aspekty są używane.  • A) Częściowo poprawne, ale B też możliwe • B) Częściowo poprawne, ale A też możliwe • D) Niepoprawne — oba warianty są możliwe"
